Emp ID	First Name	Gender	E Mail	Date of Birth	Age in Yrs.	Phone No. 	County	City	State	Premium-term	Premium-amount	Defaulter
923271	Wilfredo	M	wilfredo.richards@gmail.com	12/13/1960	56.66	218-269-4257	Morrison	Randall	MN	Half-yearly	173178	Yes
621988	Callie	F	callie.snider@yahoo.com	12/18/1989	27.63	505-793-7860	Mora	Ocate	NM	Half-yearly	147243	Yes
240842	Rachelle	F	rachelle.reed@yahoo.co.uk	11/27/1977	39.69	210-267-6023	El Paso	El Paso	TX	Half-yearly	88748	Yes
517038	Bobbi	F	bobbi.olson@hotmail.com	11/3/1963	53.77	319-758-4226	Benton	Keystone	IA	Half-yearly	143127	Yes
456842	Kris	F	kris.richards@aol.com	2/24/1966	51.46	314-830-8975	Johnson	Leeton	MO	Half-yearly	173303	Yes
276700	Marissa	F	marissa.meyer@rediffmail.com	7/13/1958	59.08	701-369-9836	Cass	Davenport	ND	Single	172845	Yes
510431	Jamar	M	jamar.reese@hotmail.co.uk	6/13/1965	52.16	405-738-3960	Beckham	Texola	OK	Single	134013	Yes
451543	Nelda	F	nelda.webster@gmail.com	1/16/1986	31.55	229-950-3117	Muscogee	Columbus	GA	Single	161123	Yes
423508	Carolina	F	carolina.bruce@aol.com	10/6/1971	45.84	201-569-3227	Essex	Newark	NJ	Single	177947	Yes
399486	Terri	F	terri.phelps@microsoft.com	11/23/1975	41.71	231-941-6394	Houghton	Copper City	MI	Single	183013	Yes
295933	Nestor	M	nestor.rosales@aol.com	4/5/1979	38.34	423-342-5433	Montgomery	Clarksville	TN	Single	71204	Yes
855670	Adrian	F	adrian.robles@gmail.com	6/8/1958	59.18	212-956-0905	Sullivan	Glen Spey	NY	Single	166464	Yes
151449	Kyle	M	kyle.rios@yahoo.co.uk	2/9/1993	24.48	303-875-0643	Jefferson	Pine	CO	Half-yearly	111183	Yes
394700	Domingo	M	domingo.wilkinson@outlook.com	1/21/1985	32.54	262-227-1790	Milwaukee	Milwaukee	WI	Half-yearly	95530	Yes
328740	Leonardo	M	leonardo.bird@bp.com	1/24/1974	43.54	228-228-5325	Noxubee	Macon	MS	Half-yearly	116972	Yes
924134	Hubert	M	hubert.zimmerman@gmail.com	3/22/1980	37.38	270-258-3097	Boyd	Rush	KY	Half-yearly	79197	Yes
556518	Kory	M	kory.frank@yahoo.co.in	8/29/1987	29.93	205-760-7355	Jefferson	Leeds	AL	Half-yearly	102865	Yes
237003	Tami	F	tami.hayes@gmail.com	12/18/1992	24.62	307-371-2781	Sheridan	Dayton	WY	Half-yearly	170836	Yes
518193	Amanda	F	amanda.carr@gmail.com	5/27/1973	44.2	210-872-1018	Nueces	Agua Dulce	TX	Half-yearly	100000	Yes
540019	Stephen	M	stephen.bauer@sbcglobal.net	6/13/1990	27.14	201-262-7702	Hudson	Jersey City	NJ	Single	183279	Yes
489463	Johnie	M	johnie.carney@yahoo.com	6/7/1991	26.16	236-562-1999	Greene	Stanardsville	VA	Single	151127	Yes
763039	Rebekah	F	rebekah.hull@earthlink.net	1/25/1973	44.53	303-243-8627	Larimer	Glen Haven	CO	Single	104526	Yes
854365	Kelly	F	kelly.spence@yahoo.co.uk	3/12/1972	45.41	210-574-2395	Ector	Penwell	TX	Single	103499	Yes
233110	Tracie	F	tracie.estes@hotmail.com	5/11/1982	35.24	201-900-5228	Hudson	North Bergen	NJ	Single	159071	Yes
416483	Bennett	M	bennett.le@gmail.com	8/8/1982	34.99	252-545-5705	Forsyth	Winston Salem	NC	Single	144885	Yes
629763	Vernon	M	vernon.bass@aol.com	10/6/1962	54.85	215-737-1085	Susquehanna	Hallstead	PA	Single	79853	Yes
755278	Theron	M	theron.sweet@gmail.com	3/15/1995	22.39	209-659-1839	Orange	Orange	CA	Half-yearly	187715	Yes
471560	Ernie	M	ernie.holden@yahoo.com	11/28/1983	33.69	316-629-8682	Marion	Durham	KS	Half-yearly	75839	Yes
988676	Shawn	M	shawn.rasmussen@gmail.com	12/4/1978	38.67	218-496-2108	Manhattan Beach	Manhattan Beach	MN	Half-yearly	86337	Yes
606109	Enrique	M	enrique.adams@rediffmail.com	12/14/1965	51.65	405-571-4413	Caddo	Binger	OK	Half-yearly	100224	Yes
414129	Ernie	M	ernie.aguilar@aol.com	8/8/1960	57.01	210-379-4233	Lipscomb	Higgins	TX	Half-yearly	152421	Yes
286890	Carolyn	F	carolyn.donaldson@gmail.com	4/29/1960	57.28	231-530-3573	Alger	Eben Junction	MI	Half-yearly	144259	Yes
944811	Margie	F	margie.deleon@sbcglobal.net	4/13/1979	38.32	262-328-7339	Ozaukee	Port Washington	WI	Half-yearly	193461	Yes
975770	Keven	M	keven.collins@gmail.com	7/12/1972	45.07	479-891-5368	Pope	Atkins	AR	Half-yearly	161705	Yes
590955	Bruce	M	bruce.colon@microsoft.com	5/2/1972	45.27	231-408-6959	Monroe	Ida	MI	Half-yearly	139425	Yes
565658	Kristen	F	kristen.lott@msn.com	7/6/1989	28.08	229-410-7907	Cobb	Smyrna	GA	Half-yearly	188910	Yes
569664	Howard	M	howard.dodson@gmail.com	2/25/1983	34.44	225-278-0032	Rapides	Elmer	LA	Half-yearly	82516	Yes
939970	Merle	M	merle.britt@aol.com	11/14/1977	39.73	218-565-3209	Hennepin	Maple Plain	MN	Half-yearly	145515	Yes
848744	Hector	M	hector.bradley@yahoo.com	10/9/1988	28.82	215-446-9901	Northampton	Easton	PA	Half-yearly	155065	Yes
452230	Darnell	M	darnell.spencer@aol.com	9/13/1969	47.9	212-201-2194	New York	New York City	NY	Half-yearly	120778	No
930129	Janelle	F	janelle.william@hotmail.com	2/23/1971	46.46	907-713-8781	North Slope	Atqasuk	AK	Single	70544	No
909139	Eula	F	eula.atkinson@hotmail.com	5/6/1963	54.27	270-896-2990	Perry	Slemp	KY	Single	70531	No
678436	Theresa	F	theresa.bender@gmail.com	2/27/1959	58.45	406-354-1359	Powder River	Sonnette	MT	Single	112711	No
196011	Kimberley	F	kimberley.jacobson@gmail.com	10/1/1989	27.84	314-694-4397	Clay	Excelsior Springs	MO	Single	129756	No
666886	Angelita	F	angelita.reyes@shaw.ca	6/16/1963	54.15	231-348-5787	Oakland	West Bloomfield	MI	Single	117868	No
572348	Selma	F	selma.floyd@hotmail.com	9/30/1993	23.84	201-890-6290	Hudson	Union City	NJ	Single	65787	No
846144	Edna	F	edna.paul@yahoo.com	1/8/1960	57.59	202-884-0157	District of Columbia	Washington	DC	Half-yearly	75261	No
665326	Dewayne	M	dewayne.sheppard@gmail.com	11/12/1958	58.75	314-751-4025	Clay	Kansas City	MO	Half-yearly	117143	No
119399	Gale	M	gale.rodriquez@ibm.com	5/25/1961	56.21	218-967-8338	Faribault	Easton	MN	Half-yearly	90590	No
744539	Cora	F	cora.blackburn@gmail.com	12/24/1963	53.63	303-881-1240	El Paso	Colorado Springs	CO	Half-yearly	62973	No
518154	Annmarie	F	annmarie.roth@outlook.com	10/16/1980	36.81	212-963-4986	Bronx	Bronx	NY	Half-yearly	57649	No
416872	Owen	M	owen.lopez@hotmail.co.uk	11/10/1976	40.74	314-473-4852	Jasper	Joplin	MO	Half-yearly	128144	No
339806	Chrystal	F	chrystal.pittman@gmail.com	11/20/1966	50.72	212-255-0536	Jefferson	Wellesley Island	NY	Half-yearly	63095	No
991522	Thurman	M	thurman.daniel@gmail.com	4/14/1969	48.32	319-660-0064	Louisa	Oakville	IA	Half-yearly	168935	No
830373	Darnell	M	darnell.hoffman@rediffmail.com	4/17/1982	35.3	406-889-6201	Flathead	Somers	MT	Single	189337	No
987377	Raymundo	M	raymundo.sims@aol.com	11/27/1963	53.7	218-865-5355	Mower	Sargeant	MN	Single	184370	No
551251	Frederick	M	frederick.graham@aol.com	12/22/1962	54.64	262-925-8981	Manitowoc	Tisch Mills	WI	Single	180550	No
143864	Natalie	F	natalie.marshall@outlook.com	12/24/1973	43.62	202-347-7490	Washington	Washington	DC	Single	118172	No
679990	Thad	M	thad.franklin@charter.net	2/24/1994	23.44	423-587-6653	Putnam	Baxter	TN	Single	116818	No
851939	Belinda	F	belinda.trujillo@btinternet.com	10/19/1991	25.79	319-756-6511	Jasper	Killduff	IA	Single	156339	No
272885	Rosanna	F	rosanna.chase@yahoo.com	4/12/1972	45.32	406-613-2777	Lewis and Clark	Wolf Creek	MT	Half-yearly	81401	No
588553	Wilda	F	wilda.rios@yahoo.com	11/4/1986	30.75	207-782-0745	Cumberland	Sebago	ME	Half-yearly	45345	No
739367	Alyssa	F	alyssa.marquez@gmail.com	5/26/1978	39.2	236-605-1693	Smyth	Saltville	VA	Half-yearly	46119	No
271247	Liz	F	liz.barry@gmail.com	9/2/1991	25.92	209-903-1796	Los Angeles	Los Angeles	CA	Half-yearly	155974	No
778200	Mariano	M	mariano.lloyd@aol.com	8/2/1959	58.03	304-979-3524	Randolph	Ellamore	WV	Half-yearly	119877	No
338449	Forest	M	forest.moss@yahoo.com	8/29/1963	53.95	701-635-9553	Cass	Fargo	ND	Half-yearly	177768	Yes
581042	Gino	M	gino.sullivan@exxonmobil.com	11/20/1965	51.72	236-716-9172	Albemarle	Earlysville	VA	Half-yearly	65297	Yes
138800	Jarred	M	jarred.bernard@hotmail.com	5/1/1968	49.27	205-585-7186	Winston	Natural Bridge	AL	Half-yearly	169107	Yes
553362	Preston	M	preston.floyd@bellsouth.net	3/21/1968	49.39	314-653-6714	New Madrid	Gideon	MO	Half-yearly	68488	Yes
435055	Clinton	M	clinton.farley@sbcglobal.net	8/19/1982	34.96	231-961-6736	Oakland	Ortonville	MI	Half-yearly	87911	Yes
469392	Dana	F	dana.hill@gmail.com	11/5/1958	58.77	907-394-7955	Aleutians East	Sand Point	AK	Half-yearly	146938	Yes
161467	Odell	M	odell.bryan@yahoo.co.in	10/20/1980	36.79	262-231-1161	Kenosha	Twin Lakes	WI	Half-yearly	47971	Yes
755543	Tameka	F	tameka.atkinson@hotmail.com	8/30/1983	33.93	240-525-4695	Baltimore	Glyndon	MD	Half-yearly	100525	Yes
129077	Dominique	M	dominique.moreno@aol.com	1/8/1991	26.57	385-619-6792	Millard	Lynndyl	UT	Half-yearly	65901	No
707856	Abraham	M	abraham.mayo@ibm.com	5/3/1989	28.25	270-635-8933	Perry	Krypton	KY	Half-yearly	190663	No
817818	Augustus	M	augustus.hines@yahoo.com	11/27/1966	50.7	206-591-3506	Yakima	Yakima	WA	Half-yearly	183713	No
226811	Rene	M	rene.burks@rediffmail.com	1/1/1992	25.59	270-263-6464	Oldham	Buckner	KY	Half-yearly	52560	No
283199	Christian	M	christian.acevedo@outlook.com	7/21/1980	37.04	216-560-2480	Stark	Canton	OH	Half-yearly	132022	No
319493	Major	M	major.lucas@gmail.com	11/9/1982	34.74	803-342-2604	Williamsburg	Salters	SC	Half-yearly	105620	No
205347	Frieda	F	frieda.hebert@ntlworld.com	8/23/1957	59.97	215-341-4420	Lehigh	Allentown	PA	Half-yearly	138878	No
508019	Rachael	F	rachael.newman@gmail.com	6/12/1960	57.16	205-630-4701	Winston	Houston	AL	Half-yearly	166948	No
774862	Bernadine	F	bernadine.joseph@gmail.com	12/1/1967	49.69	270-399-4566	Fayette	Lexington	KY	Half-yearly	49212	No
394200	Deanna	F	deanna.mccoy@yahoo.com	9/8/1972	44.92	262-864-7136	Milwaukee	Milwaukee	WI	Half-yearly	92993	No
887692	Joseph	M	joseph.tucker@bp.com	10/3/1979	37.84	423-702-7689	Benton	Camden	TN	Half-yearly	199923	Yes
408248	Antwan	M	antwan.richardson@hotmail.com	9/29/1973	43.86	209-406-6320	San Bernardino	San Bernardino	CA	Half-yearly	114321	Yes
787931	Harrison	M	harrison.ortega@exxonmobil.com	4/13/1975	42.32	314-369-3092	Jackson	Kansas City	MO	Half-yearly	175569	Yes
547050	Dylan	M	dylan.cantu@aol.com	7/1/1963	54.11	202-492-5695	District Of Columbia	Washington Navy Yard	DC	Half-yearly	168495	Yes
964084	Winston	M	winston.hewitt@bp.com	4/11/1958	59.34	225-919-9605	Assumption	Napoleonville	LA	Half-yearly	89708	Yes
574256	Serena	F	serena.marshall@yahoo.com	11/1/1980	36.76	240-890-0735	Anne Arundel	Curtis Bay	MD	Half-yearly	136097	Yes
215473	Maryann	F	maryann.vance@sbcglobal.net	11/2/1971	45.77	228-827-0595	Newton	Chunky	MS	Half-yearly	116843	Yes
932175	Roxie	F	roxie.mckay@gmail.com	10/14/1989	27.81	216-940-3945	Jefferson	Piney Fork	OH	Half-yearly	44868	Yes
472119	Sonny	M	sonny.morin@gmail.com	11/19/1969	47.72	216-364-8955	Hamilton	Cincinnati	OH	Half-yearly	120002	Yes
282137	Eduardo	M	eduardo.burnett@gmail.com	3/30/1970	47.36	262-498-0317	Oneida	Pelican Lake	WI	Half-yearly	146973	Yes
395867	Marietta	F	marietta.watson@gmail.com	3/25/1971	46.38	480-621-8088	Yavapai	Prescott	AZ	Half-yearly	138943	Yes
923329	Nettie	F	nettie.preston@gmail.com	6/26/1979	38.12	216-500-1514	Franklin	Columbus	OH	Half-yearly	174389	Yes
901654	Sandy	M	sandy.gillespie@yahoo.com	7/21/1989	28.04	231-470-6122	Oakland	Franklin	MI	Half-yearly	143979	Yes
673438	Christopher	M	christopher.peters@exxonmobil.com	7/24/1989	28.03	316-381-2376	Belvidere	Belvidere	KS	Half-yearly	157427	Yes
626693	Felicia	F	felicia.gilmore@gmail.com	2/4/1973	44.51	236-751-0200	Lee Mont	Lee Mont	VA	Half-yearly	60433	Yes
683325	Tyler	M	tyler.mercado@gmail.com	4/23/1968	49.3	228-846-6014	Hattiesburg	Hattiesburg	MS	Half-yearly	111364	Yes
486465	Arline	F	arline.campbell@gmail.com	12/28/1987	29.6	217-576-2262	Iroquois	Donovan	IL	Half-yearly	148717	Yes
213493	Margo	F	margo.daniels@gmail.com	1/26/1970	47.53	219-923-9444	Jefferson	Madison	IN	Half-yearly	96218	Yes
234177	Kareem	M	kareem.jimenez@gmail.com	7/23/1982	35.04	212-998-0652	Niagara	Niagara Falls	NY	Half-yearly	105034	Yes
289041	Nanette	F	nanette.lee@aol.com	5/13/1963	54.25	209-309-8591	Tulare	Terra Bella	CA	Half-yearly	114631	Yes
384810	Myra	F	myra.franco@hotmail.com	2/11/1990	27.48	270-570-5121	Bullitt	Shepherdsville	KY	Single	87704	Yes
149750	Luther	M	luther.harrell@hotmail.com	1/28/1980	37.52	229-521-3282	Randolph	Cuthbert	GA	Single	152889	Yes
864858	Ramon	M	ramon.campbell@walmart.com	9/22/1990	26.87	203-886-1827	Windham	Sterling	CT	Single	194123	Yes
856418	Sallie	F	sallie.huffman@walmart.com	8/11/1962	55	229-946-2253	Covington	Covington	GA	Single	70060	Yes
415537	Shirley	F	shirley.herrera@gmail.com	8/4/1977	40.01	209-239-8332	Orange	Garden Grove	CA	Single	73333	Yes
414557	Corey	M	corey.harrell@yahoo.com	7/23/1971	46.05	212-792-8145	Onondaga	Syracuse	NY	Single	40261	Yes
999475	Carrie	F	carrie.keller@gmail.com	3/12/1994	23.39	479-566-8608	Miller	Doddridge	AR	Single	79233	Yes
554345	Ofelia	F	ofelia.rivers@gmail.com	5/14/1974	43.24	203-437-2507	New London	Taftville	CT	Half-yearly	53050	Yes
349751	Shelton	M	shelton.harrison@yahoo.com	4/20/1986	31.29	319-398-8029	Hancock	Klemme	IA	Half-yearly	129402	Yes
194598	Carlene	F	carlene.bernard@aol.com	7/21/1994	23.04	339-681-0793	Nantucket	Siasconset	MA	Half-yearly	56938	Yes
466860	Earline	F	earline.cherry@bp.com	7/19/1975	42.05	215-613-8378	Dauphin	Lykens	PA	Half-yearly	154554	Yes
618554	Kitty	F	kitty.mathis@gmail.com	11/2/1958	58.78	503-291-7361	Multnomah	Portland	OR	Half-yearly	131033	Yes
535812	Lavonne	F	lavonne.carney@bp.com	11/24/1969	47.71	210-383-2844	DeWitt	Westhoff	TX	Half-yearly	143616	Yes
500345	Reyna	F	reyna.marks@hotmail.com	10/10/1982	34.82	216-657-0482	Stark	Alliance	OH	Half-yearly	109805	No
735598	Preston	M	preston.perez@yahoo.com	10/30/1961	55.78	231-627-1020	Chippewa	Rudyard	MI	Half-yearly	69430	No
921061	Isaac	M	isaac.cochran@charter.net	7/14/1964	53.07	212-938-7324	Nassau	Lynbrook	NY	Half-yearly	45973	No
968785	Noe	M	noe.clay@bellsouth.net	3/22/1975	42.38	217-458-3909	McHenry	Solon Mills	IL	Half-yearly	180086	No
735499	Callie	F	callie.cohen@aol.com	12/25/1967	49.62	212-913-8969	New York	New York City	NY	Half-yearly	56526	No
983480	Elliott	M	elliott.marks@aol.com	1/29/1966	51.53	229-435-8916	Fulton	Atlanta	GA	Half-yearly	100866	No
206279	Georgina	F	georgina.lamb@gmail.com	11/9/1991	25.73	316-334-5403	Bourbon	Uniontown	KS	Half-yearly	56863	No
582100	Frances	M	frances.may@rediffmail.com	11/20/1966	50.72	201-510-4857	Bergen	Little Ferry	NJ	Half-yearly	191830	No
821988	Marc	M	marc.hurley@gmail.com	7/21/1982	35.04	210-771-0515	Coke	Robert Lee	TX	Half-yearly	88052	No
611384	Nathaniel	M	nathaniel.bates@exxonmobil.com	11/2/1967	49.77	304-485-6950	Wyoming	Covel	WV	Half-yearly	166017	No
993792	Colby	M	colby.holder@walmart.com	8/8/1973	44	229-363-7104	Muscogee	Midland	GA	Half-yearly	62228	No
316999	Dee	F	dee.love@ibm.com	9/21/1963	53.89	219-453-1822	Denham	Denham	IN	Half-yearly	93272	No
880526	Willie	M	willie.gibson@gmail.com	1/9/1962	55.59	210-672-1876	Dallas	Desoto	TX	Half-yearly	191109	No
201612	Alison	F	alison.walsh@btinternet.com	8/12/1971	45.99	803-754-2504	Saluda	Monetta	SC	Yearly	154700	No
481137	Gena	F	gena.holman@ntlworld.com	5/5/1989	28.25	479-730-0439	Franklin	Alix	AR	Yearly	42626	No
191985	Tammy	F	tammy.casey@gmail.com	4/14/1980	37.31	216-524-3435	Putnam	Ottoville	OH	Yearly	192743	No
244500	Shirley	F	shirley.waller@walmart.com	6/24/1959	58.13	270-487-2309	Lawrence	Martha	KY	Single	130706	No
920668	Joanna	F	joanna.poole@bellsouth.net	5/25/1987	30.2	314-243-5461	Bates	Adrian	MO	Yearly	141884	No
335470	Amber	F	amber.mendoza@gmail.com	2/5/1973	44.5	603-466-5911	Cheshire	Walpole	NH	Yearly	63144	No
150036	Lourdes	F	lourdes.hull@hotmail.com	5/27/1968	49.2	480-286-0831	Pima	Catalina	AZ	Yearly	64976	No
251640	Kim	F	kim.england@gmail.com	2/18/1970	47.47	423-810-3573	Putnam	Baxter	TN	Quatrly	112635	No
588702	Haley	F	haley.maddox@gmail.com	3/13/1972	45.41	480-776-8203	Apache	Eagar	AZ	Quatrly	160196	Yes
707453	Rory	M	rory.atkins@gmail.com	9/5/1966	50.93	270-530-6531	Kona	Kona	KY	Quatrly	155903	Yes
239168	Kathrine	F	kathrine.whitaker@yahoo.com	7/30/1992	25.01	210-927-7641	Galveston	Port Bolivar	TX	Yearly	183618	Yes
146790	Lou	F	lou.buckner@gmail.com	10/29/1989	27.76	701-559-9925	Eddy	Sheyenne	ND	Yearly	45969	Yes
637843	Karla	F	karla.barrera@gmail.com	6/16/1966	51.15	406-503-5614	Gallatin	Bozeman	MT	Yearly	172421	Yes
689587	Ava	F	ava.kane@aol.com	4/10/1983	34.32	219-501-7805	Sullivan	Fairbanks	IN	Yearly	82550	Yes
126316	Roseann	F	roseann.riley@aol.com	8/17/1976	40.97	605-260-9998	Pennington	Rochford	SD	Single	73715	Yes
318026	Elizabeth	F	elizabeth.fernandez@gmail.com	7/4/1995	22.08	236-680-8124	Dabneys	Dabneys	VA	Single	125562	Yes
848311	Flora	F	flora.decker@aol.com	8/20/1957	59.98	385-701-5077	Sevier	Aurora	UT	Single	83996	Yes
774548	Shannon	F	shannon.parker@yahoo.com	12/17/1987	29.63	907-888-7743	Fairbanks North Star	North Pole	AK	Single	96768	Yes
611233	James	F	james.cain@gmail.com	1/4/1996	21.58	208-623-6536	Canyon	Wilder	ID	Yearly	184223	Yes
421652	Craig	M	craig.roberts@yahoo.co.uk	9/26/1964	52.87	217-340-7427	Winnebago	Rockford	IL	Yearly	174547	Yes
528969	Celina	F	celina.huffman@aol.com	8/25/1977	39.95	303-570-6473	Custer	Wetmore	CO	Yearly	115518	Yes
202408	Jimmie	F	jimmie.burnett@microsoft.com	2/23/1995	22.44	206-621-6851	Yakima	Toppenish	WA	Yearly	146772	Yes
918148	Faye	F	faye.barrett@sbcglobal.net	7/2/1985	32.09	270-979-8387	Crittenden	Marion	KY	Yearly	120502	Yes
396091	Gena	F	gena.bradley@gmail.com	2/17/1973	44.47	319-335-9592	Hardin	Garden City	IA	Yearly	146840	Yes
808996	Deandre	M	deandre.good@aol.com	6/13/1966	51.16	207-434-2187	Oxford	South Waterford	ME	Yearly	95240	Yes
752301	Garland	M	garland.ayers@ibm.com	2/15/1971	46.48	479-957-8137	Madison	Kingston	AR	Yearly	77803	Yes
654102	Jerrod	M	jerrod.bell@yahoo.com	7/20/1992	25.04	228-915-9184	Lowndes	Columbus	MS	Yearly	116822	Yes
809104	Alexis	M	alexis.holland@aol.com	12/25/1979	37.62	210-983-8877	Tarrant	Fort Worth	TX	Yearly	189640	Yes
929548	Deidre	F	deidre.barrett@yahoo.com	5/28/1986	31.19	215-445-7100	Jefferson	Sykesville	PA	Yearly	71568	Yes
978535	Fred	M	fred.hoffman@microsoft.com	7/1/1970	47.11	210-278-7110	Bexar	San Antonio	TX	Yearly	194639	Yes
211729	Effie	F	effie.santana@yahoo.com	11/25/1962	54.71	215-545-5060	Butler	Chicora	PA	Yearly	148855	Yes
760573	Juliette	F	juliette.mosley@hotmail.com	9/2/1964	52.94	605-828-2040	Turner	Chancellor	SD	Yearly	105923	Yes
979873	Susan	F	susan.schwartz@gmail.com	12/11/1968	48.66	215-578-8596	Centre	Boalsburg	PA	Yearly	165568	Yes
446702	Richie	M	richie.downs@cox.net	10/12/1960	56.83	209-990-1777	Nevada	Floriston	CA	Yearly	104084	Yes
505362	Winston	M	winston.griffin@gmail.com	12/6/1993	23.66	236-706-4648	Wythe	Rural Retreat	VA	Yearly	46181	Yes
451940	Sammy	M	sammy.mills@yahoo.com	2/26/1985	32.44	239-740-8337	Pinellas	Seminole	FL	Yearly	136951	Yes
411196	Gracie	F	gracie.mosley@yahoo.co.uk	11/29/1967	49.7	252-933-6558	Millers Creek	Millers Creek	NC	Yearly	143460	Yes
636457	Manuel	M	manuel.bentley@yahoo.com	10/25/1958	58.8	304-225-2645	Wyoming	Cyclone	WV	Half-yearly	157479	Yes
262702	Roberto	M	roberto.hogan@aol.com	5/24/1964	53.21	319-361-9079	Marshall	Liscomb	IA	Half-yearly	124788	Yes
422323	Wilma	F	wilma.gray@gmail.com	7/31/1963	54.03	308-513-9527	Johnson	Elk Creek	NE	Half-yearly	184765	Yes
328389	Roderick	M	roderick.perry@gmail.com	2/27/1984	33.44	339-636-3368	Middlesex	West Townsend	MA	Half-yearly	149121	Yes
733184	Mayra	F	mayra.bowen@gmail.com	4/22/1972	45.3	209-841-2723	San Diego	San Diego	CA	Half-yearly	53190	Yes
649821	Andres	M	andres.alexander@yahoo.com	8/21/1982	34.96	212-699-1989	St. Lawrence	Edwards	NY	Half-yearly	99567	Yes
117956	Quentin	M	quentin.carney@gmail.com	8/5/1978	39.01	218-666-9869	Kittson	Donaldson	MN	Half-yearly	194686	No
670526	Adrian	F	adrian.dunlap@hotmail.com	1/16/1985	32.55	203-936-3909	Hartford	Hartford	CT	Half-yearly	196585	Yes
752997	Lelia	F	lelia.sawyer@gmail.com	5/5/1980	37.25	319-717-7518	Iowa	Millersburg	IA	Half-yearly	199120	Yes
340599	Tad	M	tad.patrick@yahoo.co.in	5/7/1977	40.25	239-831-9507	North Port	North Port	FL	Half-yearly	116817	No
239415	Pansy	F	pansy.macdonald@gmail.com	1/19/1973	44.55	215-543-6120	Dauphin	Hershey	PA	Half-yearly	97818	Yes
280326	Agustin	M	agustin.gentry@aol.com	11/27/1962	54.7	423-410-5564	Hamilton	Chattanooga	TN	Half-yearly	182540	Yes
445516	Riley	M	riley.conley@gmail.com	11/6/1991	25.74	210-262-5038	El Paso	El Paso	TX	Half-yearly	75199	No
586177	Bernard	M	bernard.leach@sbcglobal.net	11/18/1989	27.71	303-296-0269	Elbert	Kiowa	CO	Half-yearly	66743	Yes
866614	Lonnie	M	lonnie.gonzales@aol.com	5/12/1968	49.24	210-813-7537	Fort Bend	Missouri City	TX	Half-yearly	113546	No
751376	Courtney	M	courtney.barnes@ntlworld.com	7/3/1993	24.08	236-958-8215	Roanoke	Elliston	VA	Half-yearly	98833	Yes
196645	Eliza	F	eliza.odonnell@msn.com	2/15/1987	30.47	339-906-5792	Worcester	Worcester	MA	Half-yearly	155891	Yes
728839	Jody	M	jody.mejia@verizon.net	11/22/1959	57.72	270-958-5406	Hardin	Rineyville	KY	Half-yearly	55958	Yes
694921	Pam	F	pam.stuart@gmail.com	1/20/1967	50.55	240-870-5879	Worcester	Stockton	MD	Half-yearly	132035	Yes
719798	Trevor	M	trevor.romero@gmail.com	9/9/1982	34.91	201-605-4247	Passaic	Clifton	NJ	Half-yearly	124965	Yes
375797	Tamara	F	tamara.perez@aol.com	4/25/1976	41.28	215-606-2786	Delaware	Essington	PA	Half-yearly	192689	Yes
160350	Bonita	F	bonita.dixon@gmail.com	9/2/1978	38.93	215-203-8551	Chester	Kennett Square	PA	Half-yearly	119978	Yes
937931	Raphael	M	raphael.durham@bp.com	4/8/1972	45.33	252-634-5403	Wilson	Elm City	NC	Half-yearly	96734	Yes
155916	Rosanne	F	rosanne.mendoza@shell.com	9/22/1958	58.89	605-701-8540	Aurora	White Lake	SD	Half-yearly	120595	Yes
905335	Ola	F	ola.hays@exxonmobil.com	12/2/1979	37.68	209-344-1530	San Bernardino	Redlands	CA	Half-yearly	96619	Yes
502509	Genevieve	F	genevieve.finley@charter.net	11/7/1957	59.76	219-544-5838	Starke	Ora	IN	Half-yearly	135726	Yes
563580	Lamont	M	lamont.albert@yahoo.com	4/9/1968	49.33	215-848-2868	Huntingdon	Cassville	PA	Half-yearly	106870	No
433698	Margie	F	margie.vincent@ibm.com	11/4/1974	42.76	210-722-8478	Nueces	Corpus Christi	TX	Half-yearly	118038	Yes
163351	Terrell	M	terrell.sears@yahoo.co.uk	4/27/1970	47.28	207-627-0029	Aroostook	Crouseville	ME	Half-yearly	60737	Yes
898816	Edna	F	edna.riddle@walmart.com	9/20/1960	56.89	209-221-5899	Riverside	Calimesa	CA	Half-yearly	94034	Yes
641368	Lindsey	M	lindsey.griffin@gmail.com	11/26/1978	38.7	252-283-7529	Forsyth	Winston Salem	NC	Half-yearly	79954	No
177982	Lorrie	F	lorrie.sears@gmail.com	10/27/1972	44.78	209-769-3945	San Mateo	Montara	CA	Half-yearly	54762	Yes
330889	Denver	M	denver.mays@charter.net	3/26/1969	48.37	262-586-8792	Lincoln	Merrill	WI	Half-yearly	82632	Yes
639474	Daisy	F	daisy.giles@yahoo.ca	10/30/1987	29.76	239-794-9867	Hillsborough	Lutz	FL	Half-yearly	92138	No
911800	Esperanza	F	esperanza.wade@gmail.com	2/26/1970	47.45	252-531-1147	Rockingham	Ruffin	NC	Half-yearly	94276	Yes
222807	Janice	F	janice.berg@gmail.com	5/25/1958	59.22	216-667-7322	Knox	Bladensburg	OH	Half-yearly	185898	Yes
516945	Helene	F	helene.gallegos@gmail.com	3/28/1989	28.35	405-378-0829	Garfield	Hunter	OK	Half-yearly	166924	Yes
230829	Rosario	F	rosario.tyson@gmail.com	6/25/1996	21.1	303-853-1375	Costilla	Garcia	CO	Half-yearly	46179	Yes
